Timesheet_ID,Employee_ID,Project_ID,Date,Billable_Hours,Non_Billable_Hours
T405295,E2103,P3078,2025-03-19,10.0,0.1
T405296,E2070,P3072,2025-05-26,4.6,0.9
T405297,E2107,P3075,2025-03-16,5.2,0.1
T405298,E2107,P3106,2026-05-29,7.9,1.5
T405299,E2103,P3119,2026-10-31,3.9,0.5
T405300,E2019,P3042,2025-03-28,10.0,1.8
T405301,E2068,P3043,2025-02-17,4.2,1.5
T405302,E2070,P3033,2026-07-31,10.0,4.0
T405303,E2113,P3079,2025-02-11,7.6,0.6
T405304,E2057,P3037,2025-05-14,10.0,1.0
T405305,E2061,P3078,2026-08-16,4.0,0.1
T405306,E2092,P3119,2025-01-19,9.6,0.4
T405307,E2030,P3090,2026-11-23,4.7,4.0
T405308,E2127,P3057,2025-04-30,8.9,0.5
T405309,E2115,P3064,2025-12-01,2.5,1.2
T405310,E2006,P3064,2026-06-15,4.5,1.9
T405311,E2018,P3060,2025-03-11,9.9,0.7
T405312,E2010,P3052,2026-03-10,2.7,0.8
T405313,E2092,P3072,2025-07-08,9.3,0.1
T405314,E2139,P3113,2026-02-07,4.0,0.2
T405315,E2077,P3068,2026-08-29,6.4,0.8
T405316,E2101,P3100,2026-10-24,10.8,1.0
T405317,E2084,P3082,2026-01-22,5.9,2.8
T405318,E2052,P3027,2026-09-28,4.4,0.9
T405319,E2031,P3059,2025-05-13,3.5,0.5
T405320,E2145,P3019,2025-08-10,8.8,2.0
T405321,E2110,P3003,2025-03-08,4.3,0.2
T405322,E2093,P3073,2025-08-19,9.8,1.0
T405323,E2053,P3039,2026-10-30,5.4,1.5
T405324,E2145,P3066,2025-05-30,9.0,0.5
T405325,E2086,P3073,2025-04-19,5.2,1.6
T405326,E2002,P3056,2026-03-05,4.4,0.5
T405327,E2086,P3006,2026-05-10,3.9,1.3
T405328,E2133,P3102,2026-09-07,2.6,0.9
T405329,E2004,P3028,2025-03-22,5.1,2.2
T405330,E2006,P3048,2026-09-10,10.0,1.4
T405331,E2149,P3098,2026-06-24,10.0,2.8
T405332,E2118,P3093,2026-05-03,5.2,0.5
T405333,E2089,P3048,2025-01-08,3.1,0.7
T405334,E2014,P3067,2026-04-20,6.1,0.7
T405335,E2056,P3054,2025-09-11,10.0,4.0
T405336,E2081,P3016,2026-07-07,2.4,2.2
T405337,E2149,P3108,2026-05-08,6.6,0.1
T405338,E2046,P3035,2026-10-27,1.6,0.2
T405339,E2144,P3075,2026-07-25,8.8,1.7
T405340,E2016,P3107,2025-07-24,9.9,1.4
T405341,E2120,P3087,2025-06-16,5.6,2.3
T405342,E2084,P3030,2025-11-23,5.2,1.3
T405343,E2008,P3048,2026-12-27,10.0,1.7
T405344,E2088,P3069,2025-08-13,3.7,0.3
T405345,E2131,P3116,2026-03-06,7.3,2.8
T405346,E2019,P3008,2026-04-24,7.4,0.5
T405347,E2097,P3107,2025-04-19,1.2,0.3
T405348,E2066,P3107,2026-02-21,0.7,0.3
T405349,E2079,P3114,2026-01-08,10.0,0.1
T405350,E2086,P3051,2025-10-05,0.9,2.0
T405351,E2124,P3010,2026-02-15,5.7,0.6
T405352,E2150,P3028,2025-07-10,10.0,1.3
T405353,E2046,P3036,2026-10-29,10.0,1.5
T405354,E2113,P3060,2025-01-21,10.0,0.6
T405355,E2091,P3010,2026-11-06,2.6,0.7
T405356,E2141,P3014,2025-09-07,10.0,0.7
T405357,E2033,P3102,2026-07-13,2.0,4.0
T405358,E2133,P3063,2026-07-16,0.3,3.2
T405359,E2077,P3101,2026-01-10,0.8,0.5
T405360,E2121,P3047,2026-10-12,9.0,2.4
T405361,E2128,P3069,2026-09-15,10.0,2.7
T405362,E2078,P3119,2025-10-11,7.5,1.5
T405363,E2067,P3056,2026-11-12,10.0,2.8
T405364,E2115,P3006,2026-12-02,9.2,0.2
T405365,E2063,P3094,2026-07-17,11.9,0.6
T405366,E2113,P3019,2026-06-04,10.0,1.5
T405367,E2094,P3052,2026-03-18,9.4,0.0
T405368,E2048,P3062,2026-03-21,11.8,1.0
T405369,E2012,P3049,2026-02-21,3.0,0.8
T405370,E2145,P3078,2026-06-15,3.3,0.6
T405371,E2040,P3011,2026-06-26,9.2,0.3
T405372,E2085,P3046,2026-04-07,3.8,0.2
T405373,E2057,P3069,2025-05-22,2.4,1.2
T405374,E2087,P3045,2025-04-26,10.0,4.0
T405375,E2084,P3095,2025-04-17,2.3,0.5
T405376,E2121,P3108,2026-06-30,5.4,0.8
T405377,E2074,P3058,2025-06-27,10.0,0.8
T405378,E2107,P3032,2025-02-01,7.1,3.4
T405379,E2124,P3088,2025-10-25,10.0,0.4
T405380,E2100,P3115,2025-06-10,3.4,0.2
T405381,E2043,P3010,2026-02-16,1.8,0.1
T405382,E2119,P3013,2026-09-18,4.4,0.3
T405383,E2023,P3111,2026-02-27,7.2,0.2
T405384,E2037,P3116,2025-04-04,10.0,0.7
T405385,E2134,P3013,2026-06-27,2.5,4.0
T405386,E2065,P3036,2025-06-01,10.0,0.7
T405387,E2134,P3086,2026-04-07,10.0,0.1
T405388,E2022,P3073,2025-12-22,4.5,0.5
T405389,E2105,P3019,2026-06-20,5.8,1.5
T405390,E2088,P3116,2025-08-06,2.0,1.8
T405391,E2125,P3118,2025-12-20,7.9,2.0
T405392,E2079,P3118,2026-07-31,4.2,0.3
T405393,E2090,P3007,2026-12-28,6.7,2.1
T405394,E2051,P3015,2026-02-05,8.6,0.5
T405395,E2102,P3081,2025-04-10,3.5,3.9
T405396,E2106,P3046,2026-02-25,4.0,0.4
T405397,E2060,P3078,2025-11-02,7.1,0.8
T405398,E2046,P3105,2025-09-07,2.5,3.0
T405399,E2036,P3048,2026-03-05,10.0,1.0
T405400,E2011,P3066,2025-10-03,5.2,0.5
T405401,E2012,P3078,2025-11-11,10.0,0.1
T405402,E2039,P3004,2025-11-11,3.7,0.7
T405403,E2139,P3003,2025-03-31,5.1,3.5
T405404,E2036,P3003,2026-01-30,0.8,0.6
T405405,E2052,P3075,2026-03-15,1.4,2.5
T405406,E2031,P3069,2025-09-08,10.0,0.1
T405407,E2033,P3112,2026-07-31,5.4,0.4
T405408,E2141,P3119,2025-08-24,5.7,0.5
T405409,E2146,P3093,2025-03-18,1.4,2.7
T405410,E2058,P3028,2026-07-24,5.3,1.0
T405411,E2128,P3023,2025-04-10,10.0,3.4
T405412,E2031,P3030,2026-04-06,8.1,0.8
T405413,E2055,P3062,2026-02-02,4.7,2.6
T405414,E2010,P3087,2025-09-02,1.1,0.2
T405415,E2130,P3051,2026-01-16,6.8,1.9
T405416,E2015,P3041,2025-02-21,5.1,0.6
T405417,E2003,P3086,2025-06-11,10.0,0.5
T405418,E2043,P3064,2025-07-10,10.0,0.9
T405419,E2067,P3043,2025-05-02,2.6,1.6
T405420,E2056,P3076,2026-02-15,8.7,4.0
T405421,E2063,P3091,2025-10-21,2.4,0.3
T405422,E2015,P3058,2025-09-03,5.6,0.4
T405423,E2109,P3059,2025-07-03,5.4,0.5
T405424,E2116,P3040,2026-03-25,10.0,1.4
T405425,E2092,P3046,2025-12-12,3.8,0.0
T405426,E2138,P3062,2025-06-17,6.8,0.4
T405427,E2047,P3049,2026-09-08,5.5,2.0
T405428,E2057,P3116,2026-02-09,6.6,0.8
T405429,E2050,P3079,2026-02-20,8.8,1.6
T405430,E2071,P3111,2026-08-24,10.0,1.6
T405431,E2143,P3023,2026-06-08,10.0,3.5
T405432,E2146,P3044,2026-08-24,0.9,1.1
T405433,E2082,P3105,2026-10-28,10.0,0.6
T405434,E2116,P3044,2025-02-05,10.0,0.8
T405435,E2105,P3019,2025-01-16,6.1,0.8
T405436,E2088,P3044,2025-07-25,7.7,0.2
T405437,E2002,P3011,2026-05-09,5.2,0.2
T405438,E2104,P3060,2026-11-05,2.0,1.4
T405439,E2084,P3038,2026-12-13,2.3,0.7
T405440,E2043,P3104,2026-02-27,8.7,1.3
T405441,E2071,P3107,2025-07-24,5.3,1.4
T405442,E2094,P3003,2025-06-06,3.5,0.7
T405443,E2042,P3016,2026-02-19,6.7,0.6
T405444,E2133,P3096,2025-10-26,7.4,0.5
T405445,E2139,P3102,2025-01-19,3.3,3.1
T405446,E2065,P3009,2026-05-14,4.3,0.1
T405447,E2034,P3041,2025-05-18,10.0,0.2
T405448,E2120,P3038,2026-07-22,4.8,0.4
T405449,E2001,P3069,2026-12-01,6.5,1.7
T405450,E2130,P3065,2025-02-12,2.7,2.8
T405451,E2148,P3035,2025-10-31,10.0,3.4
T405452,E2061,P3035,2025-10-23,2.6,0.3
T405453,E2149,P3076,2025-10-17,1.7,0.9
T405454,E2088,P3100,2026-01-01,10.0,0.9
T405455,E2068,P3085,2026-09-17,4.5,0.3
T405456,E2127,P3048,2026-01-04,2.1,1.0
T405457,E2140,P3107,2025-05-09,10.0,1.2
T405458,E2022,P3008,2025-10-02,5.4,0.9
T405459,E2148,P3027,2025-09-14,1.6,1.0
T405460,E2082,P3009,2026-01-11,2.8,1.5
T405461,E2129,P3092,2025-03-29,12.7,0.7
T405462,E2030,P3030,2025-08-04,2.8,0.4
T405463,E2126,P3014,2025-12-25,3.1,0.5
T405464,E2097,P3023,2026-04-26,10.0,2.4
T405465,E2024,P3029,2025-10-11,10.0,3.3
T405466,E2014,P3026,2025-04-17,10.0,0.9
T405467,E2036,P3086,2026-04-28,3.7,4.0
T405468,E2024,P3015,2025-01-24,1.6,1.3
T405469,E2095,P3115,2025-08-20,3.1,1.4
T405470,E2055,P3073,2025-02-13,10.0,0.4
T405471,E2024,P3090,2026-01-21,4.7,0.2
T405472,E2026,P3081,2026-04-26,10.0,0.3
T405473,E2080,P3073,2025-03-19,6.7,1.1
T405474,E2065,P3067,2025-11-14,10.0,1.3
T405475,E2075,P3016,2025-05-23,8.3,1.7
T405476,E2043,P3013,2026-12-28,5.4,1.0
T405477,E2029,P3090,2026-05-31,10.0,1.5
T405478,E2081,P3081,2025-07-31,10.0,3.0
T405479,E2054,P3096,2026-12-12,2.0,0.7
T405480,E2039,P3024,2026-05-28,6.2,4.0
T405481,E2042,P3118,2025-11-21,9.3,0.6
T405482,E2029,P3062,2026-06-10,0.4,0.5
T405483,E2131,P3057,2025-08-10,1.5,0.9
T405484,E2138,P3036,2026-05-01,7.8,0.2
T405485,E2142,P3060,2026-03-31,8.2,1.0
T405486,E2042,P3117,2025-04-18,10.0,1.3
T405487,E2094,P3086,2026-05-02,3.3,3.2
T405488,E2032,P3073,2026-01-05,2.2,1.4
T405489,E2026,P3022,2026-09-22,4.1,0.6
T405490,E2115,P3105,2026-01-28,10.0,1.2
T405491,E2129,P3114,2025-04-29,7.0,0.6
T405492,E2056,P3110,2026-05-24,4.7,2.0
T405493,E2122,P3084,2025-12-20,8.2,0.2
T405494,E2106,P3003,2026-07-11,7.8,0.8
T405495,E2130,P3036,2026-09-30,10.0,0.5
T405496,E2081,P3097,2026-10-09,10.0,2.2
T405497,E2120,P3082,2025-11-09,5.0,0.4
T405498,E2052,P3036,2025-03-05,7.0,1.1
T405499,E2091,P3010,2025-09-15,3.4,0.5
T405500,E2137,P3100,2025-01-06,4.8,0.3
T405501,E2022,P3021,2025-11-13,3.7,1.4
T405502,E2034,P3089,2026-02-22,4.0,2.2
T405503,E2110,P3049,2025-01-17,12.0,0.4
T405504,E2049,P3104,2025-10-09,7.9,2.5
T405505,E2129,P3115,2026-02-08,6.8,1.7
T405506,E2073,P3009,2026-07-07,10.0,0.5
T405507,E2084,P3112,2026-03-18,0.8,1.5
T405508,E2053,P3091,2026-01-01,10.0,0.2
T405509,E2100,P3120,2025-12-21,4.7,0.3
T405510,E2124,P3120,2025-12-21,3.9,0.1
T405511,E2045,P3079,2025-11-06,5.4,0.8
T405512,E2137,P3052,2026-02-17,6.0,0.1
T405513,E2105,P3096,2025-08-20,10.0,0.7
T405514,E2150,P3048,2026-04-06,3.9,0.8
T405515,E2146,P3060,2025-03-31,10.0,1.8
T405516,E2106,P3117,2025-05-30,10.0,2.0
T405517,E2043,P3108,2026-08-07,3.2,0.2
T405518,E2134,P3119,2026-03-31,4.2,0.7
T405519,E2048,P3050,2026-01-24,5.5,0.6
T405520,E2126,P3039,2025-11-04,6.9,2.7
T405521,E2007,P3016,2025-09-14,2.4,2.1
T405522,E2016,P3028,2026-07-11,5.8,0.3
T405523,E2129,P3115,2026-01-09,7.4,0.4
T405524,E2115,P3006,2026-07-06,0.1,1.7
T405525,E2037,P3061,2025-07-11,10.0,2.5
T405526,E2125,P3006,2026-06-07,1.4,1.0
T405527,E2081,P3102,2026-01-17,9.4,2.1
T405528,E2062,P3111,2026-03-12,2.2,4.0
T405529,E2072,P3066,2025-05-15,5.2,1.4
T405530,E2125,P3105,2025-06-28,6.2,1.6
T405531,E2066,P3040,2025-08-09,10.0,1.3
T405532,E2030,P3071,2025-08-10,10.0,2.5
T405533,E2020,P3091,2026-07-05,2.5,0.6
T405534,E2082,P3062,2026-07-10,5.6,0.6
T405535,E2107,P3028,2025-11-09,3.5,1.8
T405536,E2132,P3080,2025-10-22,5.3,1.9
T405537,E2037,P3047,2026-10-22,5.6,1.3
T405538,E2132,P3009,2026-06-18,11.0,4.0
T405539,E2077,P3052,2025-06-06,5.4,4.0
T405540,E2089,P3015,2026-03-28,8.7,0.5
T405541,E2146,P3034,2025-01-03,1.8,0.0
T405542,E2088,P3020,2025-07-20,10.0,2.0
T405543,E2033,P3078,2026-01-24,6.0,1.9
T405544,E2058,P3060,2025-11-19,3.8,0.0
T405545,E2028,P3058,2025-12-11,5.2,0.7
T405546,E2035,P3075,2026-02-20,1.8,1.3
T405547,E2125,P3094,2025-04-07,5.8,0.8
T405548,E2138,P3067,2026-09-13,10.0,0.5
T405549,E2065,P3002,2026-06-25,10.0,0.8
T405550,E2042,P3050,2025-12-25,5.3,1.4
T405551,E2085,P3014,2025-04-19,6.2,0.3
T405552,E2137,P3056,2026-03-26,6.5,0.9
T405553,E2111,P3093,2026-06-07,9.5,0.3
T405554,E2015,P3069,2025-04-05,2.5,3.3
T405555,E2069,P3044,2025-05-12,1.8,0.8
T405556,E2105,P3046,2026-08-28,10.0,1.9
T405557,E2150,P3006,2026-07-20,10.0,1.7
T405558,E2064,P3008,2025-08-30,4.3,3.4
T405559,E2041,P3039,2026-01-12,10.0,1.1
T405560,E2071,P3103,2025-07-14,4.7,3.1
T405561,E2056,P3108,2025-09-15,4.8,1.2
T405562,E2025,P3093,2025-10-31,5.0,0.5
T405563,E2105,P3103,2026-05-16,2.9,2.2
T405564,E2134,P3044,2026-08-03,9.4,0.5
T405565,E2119,P3027,2025-07-09,4.9,4.0
T405566,E2009,P3016,2026-10-02,3.7,2.7
T405567,E2060,P3091,2025-12-05,9.5,1.9
T405568,E2125,P3039,2025-01-19,9.4,0.9
T405569,E2049,P3104,2026-11-15,10.0,1.6
T405570,E2051,P3001,2026-02-19,10.0,0.2
T405571,E2070,P3109,2025-03-03,7.8,2.6
T405572,E2037,P3051,2025-03-08,2.8,2.2
T405573,E2031,P3063,2026-12-24,10.0,2.5
T405574,E2062,P3033,2025-06-24,6.4,1.7
T405575,E2093,P3120,2026-01-16,0.5,2.7
T405576,E2014,P3050,2026-06-03,10.0,2.3
T405577,E2079,P3103,2025-08-21,6.6,1.5
T405578,E2008,P3054,2026-12-12,2.5,1.5
T405579,E2036,P3027,2026-06-18,10.0,1.0
T405580,E2048,P3081,2025-12-16,4.3,0.1
T405581,E2085,P3079,2025-05-05,6.1,0.5
T405582,E2028,P3086,2026-08-08,8.7,0.6
T405583,E2051,P3019,2026-11-29,6.3,3.6
T405584,E2104,P3028,2025-02-07,0.5,0.2
T405585,E2101,P3023,2025-09-05,10.5,0.1
T405586,E2029,P3064,2026-08-11,10.0,0.1
T405587,E2127,P3100,2025-05-21,2.3,0.6
T405588,E2082,P3113,2025-04-07,6.1,0.9
T405589,E2010,P3039,2026-10-17,9.1,1.6
T405590,E2106,P3112,2026-08-15,10.0,0.0
T405591,E2001,P3049,2025-09-13,7.8,3.3
T405592,E2039,P3059,2025-12-20,8.2,0.7
T405593,E2021,P3020,2026-04-20,6.8,0.6
T405594,E2065,P3061,2026-06-11,5.7,0.5
T405595,E2015,P3111,2026-01-03,4.0,0.5
T405596,E2132,P3009,2026-06-19,2.6,0.3
T405597,E2061,P3117,2025-09-22,3.6,4.0
T405598,E2148,P3023,2026-11-03,7.0,3.2
T405599,E2138,P3109,2025-11-01,7.7,1.5
T405600,E2087,P3007,2026-08-31,10.0,0.2
T405601,E2105,P3031,2026-03-05,10.0,0.5
T405602,E2034,P3060,2025-10-15,4.5,1.9
T405603,E2124,P3115,2025-10-20,6.1,0.3
T405604,E2110,P3061,2025-02-06,7.6,0.4
T405605,E2033,P3075,2026-11-06,3.0,1.1
T405606,E2098,P3104,2025-10-28,10.0,0.6
T405607,E2061,P3081,2025-05-16,6.9,1.4
T405608,E2010,P3100,2026-05-03,6.4,0.9
T405609,E2084,P3026,2025-08-29,7.6,0.3
T405610,E2065,P3100,2025-06-24,8.1,0.4
T405611,E2077,P3082,2026-09-22,2.3,0.0
T405612,E2001,P3054,2025-12-04,3.0,2.5
T405613,E2133,P3031,2025-12-25,3.0,1.5
T405614,E2080,P3113,2025-09-14,5.0,0.3
T405615,E2015,P3099,2026-03-28,9.3,1.0
T405616,E2028,P3041,2025-08-06,8.9,1.9
T405617,E2023,P3028,2025-07-22,5.9,2.5
T405618,E2109,P3090,2026-10-17,7.2,2.2
T405619,E2107,P3006,2025-09-12,7.0,0.3
T405620,E2145,P3034,2025-04-06,4.6,0.8
T405621,E2113,P3092,2026-12-20,6.4,0.6
T405622,E2098,P3108,2025-12-14,1.2,4.0
T405623,E2141,P3111,2026-08-22,1.3,0.2
T405624,E2142,P3009,2025-05-11,10.0,0.9
T405625,E2139,P3093,2026-09-19,10.0,0.3
T405626,E2028,P3098,2025-10-15,10.0,2.2
T405627,E2042,P3012,2026-10-22,9.4,1.5
T405628,E2099,P3016,2025-02-25,7.4,0.5
T405629,E2061,P3071,2025-11-30,9.5,1.6
T405630,E2123,P3031,2026-09-03,5.5,1.7
T405631,E2064,P3033,2026-07-26,1.0,0.8
T405632,E2031,P3117,2025-07-03,4.1,0.6
T405633,E2081,P3007,2026-11-18,10.0,3.1
T405634,E2010,P3003,2026-10-26,4.4,1.1
T405635,E2008,P3020,2025-01-04,8.3,0.3
T405636,E2149,P3005,2026-08-11,3.0,2.0
T405637,E2059,P3067,2026-03-11,4.1,2.6
T405638,E2030,P3111,2026-05-28,5.1,3.4
T405639,E2145,P3038,2026-01-29,5.7,1.0
T405640,E2020,P3079,2025-06-13,6.4,0.0
T405641,E2048,P3099,2026-01-13,7.0,2.3
T405642,E2130,P3056,2025-02-17,4.8,3.0
T405643,E2037,P3023,2026-06-14,4.1,1.8
T405644,E2129,P3097,2026-08-24,7.4,0.4
T405645,E2132,P3002,2025-11-28,8.5,3.2
T405646,E2100,P3100,2025-06-05,10.0,0.8
T405647,E2054,P3021,2026-11-24,0.5,1.9
T405648,E2122,P3078,2026-05-14,2.3,1.0
T405649,E2025,P3014,2025-01-09,10.0,3.8
T405650,E2131,P3062,2025-06-01,4.8,1.2
T405651,E2009,P3106,2026-10-22,5.5,0.7
T405652,E2034,P3011,2026-04-19,13.6,1.7
T405653,E2043,P3004,2025-01-27,2.9,2.3
T405654,E2074,P3047,2026-09-05,1.5,0.4
T405655,E2094,P3116,2025-07-18,7.3,2.3
T405656,E2022,P3094,2025-03-24,9.7,0.8
T405657,E2070,P3100,2025-02-23,10.0,2.7
T405658,E2130,P3020,2026-08-17,4.8,0.7
T405659,E2094,P3052,2025-05-23,6.1,4.0
T405660,E2032,P3016,2025-09-10,9.8,0.4
T405661,E2106,P3098,2025-04-07,13.3,1.7
T405662,E2144,P3045,2026-03-11,8.6,0.8
T405663,E2001,P3008,2026-03-29,8.9,2.5
T405664,E2072,P3109,2026-07-06,10.0,1.0
T405665,E2050,P3062,2025-08-17,3.9,0.9
T405666,E2141,P3084,2025-07-16,2.2,0.4
T405667,E2015,P3021,2026-04-30,9.9,1.3
T405668,E2053,P3064,2025-06-20,7.6,0.4
T405669,E2008,P3104,2026-05-29,6.5,0.6
T405670,E2074,P3030,2025-10-13,10.0,4.0
T405671,E2046,P3036,2026-05-12,10.0,0.6
T405672,E2069,P3005,2026-04-04,10.0,1.9
T405673,E2114,P3085,2026-07-18,2.7,0.4
T405674,E2147,P3038,2026-09-07,7.2,1.0
T405675,E2123,P3087,2025-02-02,8.9,4.0
T405676,E2139,P3019,2026-06-07,5.8,0.1
T405677,E2117,P3074,2026-01-15,10.0,1.1
T405678,E2043,P3027,2026-08-11,3.8,3.1
T405679,E2020,P3099,2025-02-23,10.0,2.4
T405680,E2148,P3013,2025-11-27,8.6,0.9
T405681,E2021,P3009,2025-04-07,5.2,1.2
T405682,E2082,P3017,2026-05-20,3.9,1.4
T405683,E2057,P3095,2025-05-28,10.0,1.7
T405684,E2074,P3106,2026-06-01,1.2,1.2
T405685,E2098,P3044,2026-05-10,5.9,3.1
T405686,E2110,P3045,2025-10-07,4.1,1.1
T405687,E2115,P3088,2026-02-20,5.1,0.6
T405688,E2042,P3042,2025-10-14,5.7,1.0
T405689,E2068,P3051,2025-04-16,2.0,1.4
T405690,E2070,P3117,2026-07-10,3.3,2.1
T405691,E2078,P3083,2025-07-25,7.6,1.6
T405692,E2090,P3058,2025-04-28,5.8,0.8
T405693,E2111,P3113,2026-04-25,4.8,2.6
T405694,E2112,P3058,2026-11-21,3.3,0.4
T405695,E2103,P3030,2026-01-06,3.8,0.9
T405696,E2145,P3005,2025-08-16,2.8,1.9
T405697,E2019,P3008,2025-10-08,10.0,2.9
T405698,E2070,P3037,2026-03-11,4.3,2.9
T405699,E2063,P3047,2025-04-27,1.6,0.5
T405700,E2075,P3100,2026-10-16,10.0,0.5
T405701,E2104,P3089,2026-08-07,6.0,2.0
T405702,E2075,P3045,2026-06-25,4.5,0.9
T405703,E2128,P3113,2025-01-25,4.8,1.0
T405704,E2056,P3005,2025-03-28,10.0,2.7
T405705,E2022,P3097,2025-07-06,9.1,1.9
T405706,E2089,P3063,2026-09-04,10.0,2.7
T405707,E2019,P3086,2025-09-12,2.6,0.7
T405708,E2026,P3047,2026-01-31,6.3,1.7
T405709,E2023,P3106,2025-06-27,6.1,1.3
T405710,E2047,P3025,2025-05-20,0.5,0.6
T405711,E2013,P3107,2025-03-23,4.3,2.1
T405712,E2066,P3050,2026-03-08,1.3,2.5
T405713,E2144,P3093,2026-06-15,4.5,0.8
T405714,E2073,P3045,2026-01-03,9.3,0.4
T405715,E2077,P3116,2025-02-22,10.0,0.5
T405716,E2031,P3120,2026-07-01,3.1,0.6
T405717,E2085,P3030,2026-01-04,10.0,1.3
T405718,E2059,P3048,2026-10-29,8.3,0.7
T405719,E2041,P3051,2026-08-02,10.0,2.9
T405720,E2112,P3094,2025-02-20,4.9,2.4
T405721,E2096,P3055,2025-12-27,1.6,0.5
T405722,E2122,P3108,2025-02-12,4.1,4.0
T405723,E2105,P3055,2026-07-01,7.5,2.8
T405724,E2074,P3046,2026-06-11,10.0,2.2
T405725,E2132,P3031,2026-10-18,10.0,0.8
T405726,E2099,P3034,2025-03-10,10.0,0.9
T405727,E2126,P3092,2026-12-12,10.0,0.2
T405728,E2138,P3074,2025-03-26,7.4,1.7
T405729,E2075,P3068,2025-06-18,7.2,2.4
T405730,E2014,P3033,2026-12-06,3.7,0.2
T405731,E2038,P3056,2025-01-30,3.3,1.6
T405732,E2140,P3058,2025-05-27,10.0,1.4
T405733,E2045,P3057,2025-03-29,10.0,3.3
T405734,E2145,P3017,2025-10-29,2.9,0.5
T405735,E2075,P3011,2026-08-14,2.2,1.1
T405736,E2029,P3071,2025-01-24,6.3,0.6
T405737,E2018,P3081,2026-02-24,2.0,0.6
T405738,E2020,P3092,2025-06-26,7.5,1.0
T405739,E2014,P3017,2025-07-06,12.7,0.2
T405740,E2054,P3105,2025-08-02,10.0,1.2
T405741,E2031,P3010,2025-10-22,10.0,0.4
T405742,E2058,P3026,2026-11-19,3.6,0.1
T405743,E2104,P3006,2026-08-15,9.9,0.2
T405744,E2128,P3081,2026-08-16,8.5,2.2
T405745,E2025,P3016,2025-07-16,5.1,0.3
T405746,E2019,P3103,2026-03-24,4.1,1.0
T405747,E2136,P3115,2025-06-30,10.0,2.2
T405748,E2003,P3090,2025-02-23,4.7,0.2
T405749,E2086,P3004,2025-06-14,2.9,1.3
T405750,E2145,P3062,2026-03-12,6.0,0.9
T405751,E2142,P3084,2026-06-14,10.0,0.1
T405752,E2009,P3120,2025-09-13,10.0,0.9
T405753,E2094,P3064,2025-10-25,1.6,0.9
T405754,E2149,P3113,2025-05-16,10.0,0.2
T405755,E2139,P3056,2026-04-22,8.3,0.9
T405756,E2020,P3105,2026-12-25,2.4,0.5
T405757,E2035,P3075,2025-04-24,5.4,1.0
T405758,E2053,P3023,2025-12-23,5.1,0.4
T405759,E2110,P3033,2026-02-27,3.4,1.3
T405760,E2136,P3031,2025-11-13,10.0,3.1
T405761,E2004,P3007,2026-12-10,5.2,0.3
T405762,E2102,P3086,2025-07-06,2.1,0.5
T405763,E2047,P3005,2025-09-23,10.0,0.6
T405764,E2094,P3037,2026-12-04,5.2,0.5
T405765,E2048,P3001,2026-07-01,4.2,1.0
T405766,E2091,P3070,2025-02-11,5.9,0.5
T405767,E2084,P3045,2026-12-26,9.0,1.4
T405768,E2068,P3047,2025-03-29,13.4,0.5
T405769,E2139,P3068,2025-10-12,6.5,0.5
T405770,E2125,P3094,2025-06-04,10.0,0.8
T405771,E2073,P3030,2025-10-21,10.0,0.6
T405772,E2004,P3081,2026-06-21,2.1,0.0
T405773,E2076,P3060,2026-12-07,10.0,1.8
T405774,E2073,P3120,2025-10-21,7.7,1.0
T405775,E2077,P3024,2025-02-28,1.3,1.1
T405776,E2048,P3031,2026-04-11,1.3,0.6
T405777,E2102,P3028,2026-09-10,1.6,1.2
T405778,E2106,P3045,2026-06-03,10.0,2.3
T405779,E2077,P3107,2026-11-20,3.5,1.1
T405780,E2039,P3004,2025-07-15,1.0,0.5
T405781,E2058,P3061,2025-10-24,2.6,0.4
T405782,E2019,P3039,2025-07-21,10.0,2.5
T405783,E2088,P3083,2026-03-11,8.7,1.5
T405784,E2113,P3024,2025-10-19,0.3,0.6
T405785,E2077,P3071,2026-04-26,8.5,0.9
T405786,E2077,P3046,2025-10-10,3.3,0.7
T405787,E2028,P3053,2026-08-20,2.2,1.5
T405788,E2066,P3048,2025-08-07,4.1,2.6
T405789,E2010,P3117,2025-10-17,1.2,2.6
T405790,E2126,P3009,2026-07-18,2.3,3.4
T405791,E2058,P3022,2026-05-17,0.8,2.5
T405792,E2142,P3118,2026-05-24,10.0,2.4
T405793,E2125,P3002,2026-01-25,4.9,1.2
T405794,E2112,P3091,2026-10-16,10.0,0.7
T405795,E2084,P3016,2025-02-28,9.9,0.6
T405796,E2143,P3005,2025-02-26,10.0,0.4
T405797,E2096,P3012,2026-09-24,3.3,1.1
T405798,E2033,P3052,2025-02-06,2.5,0.8
T405799,E2145,P3026,2026-11-29,4.0,0.1
T405800,E2141,P3015,2026-04-12,12.3,0.3
T405801,E2047,P3067,2025-05-06,10.0,0.7
T405802,E2112,P3073,2026-12-26,8.2,1.0
T405803,E2144,P3059,2026-04-08,1.1,0.6
T405804,E2043,P3092,2025-12-03,6.0,0.6
T405805,E2008,P3039,2026-12-02,5.6,0.5
T405806,E2003,P3063,2025-07-04,5.8,0.6
T405807,E2125,P3100,2026-09-13,10.0,2.1
T405808,E2012,P3025,2025-02-21,7.3,0.6
T405809,E2084,P3041,2025-12-10,3.6,1.4
T405810,E2016,P3028,2026-09-05,7.7,1.5
