Expense_ID,Project_ID,Expense_Date,Expense_Type,Amount
X600603,P3106,2025-02-07,Training,173.57
X600604,P3031,2026-12-28,Training,100.81
X600605,P3086,2026-07-17,Accommodation,42.33
X600606,P3114,2026-03-31,Travel,21.37
X600607,P3030,2026-05-01,Accommodation,53.24
X600608,P3079,2025-08-29,Software,117.38
X600609,P3075,2025-11-05,Other,21.07
X600610,P3118,2026-11-27,Training,226.28
X600611,P3027,2025-10-23,Travel,67.22
X600612,P3054,2025-01-06,Accommodation,64.47
X600613,P3090,2026-08-04,Training,95.86
X600614,P3057,2025-08-25,Software,125.17
X600615,P3062,2026-04-10,Client Event,118.25
X600616,P3105,2026-12-27,Travel,55.51
X600617,P3059,2026-10-18,Software,101.65
X600618,P3085,2025-05-03,Accommodation,49.97
X600619,P3043,2026-04-28,Software,47.6
X600620,P3006,2025-05-26,Accommodation,87.88
X600621,P3106,2025-07-01,Accommodation,75.51
X600622,P3077,2025-03-21,Accommodation,18.9
X600623,P3099,2025-06-14,Training,88.73
X600624,P3038,2026-05-27,Software,104.71
X600625,P3072,2026-10-11,Travel,153.22
X600626,P3066,2026-11-13,Travel,133.4
X600627,P3060,2026-12-21,Travel,74.71
X600628,P3018,2026-05-11,Other,59.42
X600629,P3109,2026-07-05,Accommodation,47.14
X600630,P3088,2026-05-09,Travel,208.89
X600631,P3005,2025-09-30,Client Event,116.67
X600632,P3020,2025-04-21,Software,52.47
X600633,P3037,2026-10-24,Software,203.8
X600634,P3033,2025-11-24,Training,13.47
X600635,P3001,2026-05-06,Travel,164.77
X600636,P3019,2026-04-16,Accommodation,19.63
X600637,P3035,2025-06-14,Software,18.31
X600638,P3060,2026-06-23,Other,12.38
X600639,P3042,2026-12-17,Travel,212.78
X600640,P3046,2026-01-04,Other,29.07
X600641,P3062,2025-02-15,Client Event,111.06
X600642,P3025,2026-08-08,Travel,36.99
X600643,P3043,2025-03-02,Accommodation,162.01
X600644,P3045,2026-02-02,Travel,68.34
X600645,P3036,2025-04-10,Travel,99.34
X600646,P3100,2026-07-01,Client Event,13.29
X600647,P3029,2026-12-01,Travel,21.27
X600648,P3028,2025-08-28,Client Event,21.63
X600649,P3087,2025-11-19,Accommodation,68.12
X600650,P3048,2025-05-02,Training,50.72
X600651,P3006,2026-07-15,Travel,24.32
X600652,P3099,2026-02-26,Travel,96.01
X600653,P3035,2025-07-28,Client Event,116.62
X600654,P3059,2025-04-25,Training,101.65
X600655,P3074,2025-03-15,Travel,73.95
X600656,P3098,2025-04-11,Travel,37.87
X600657,P3091,2026-02-22,Other,40.89
X600658,P3064,2025-05-09,Other,83.46
X600659,P3056,2026-12-06,Client Event,69.62
X600660,P3059,2025-12-15,Travel,130.85
X600661,P3056,2026-01-23,Travel,202.54
X600662,P3055,2026-06-10,Client Event,25.94
X600663,P3051,2025-09-19,Client Event,50.26
X600664,P3007,2026-12-05,Software,89.22
X600665,P3079,2025-10-23,Training,178.27
X600666,P3062,2025-06-05,Travel,117.52
X600667,P3020,2026-01-09,Other,35.88
X600668,P3023,2026-08-26,Travel,85.25
X600669,P3015,2026-02-27,Travel,46.85
X600670,P3001,2025-12-03,Software,86.49
X600671,P3009,2025-04-24,Travel,29.21
X600672,P3029,2026-07-12,Travel,41.72
X600673,P3111,2025-12-21,Accommodation,70.97
X600674,P3040,2025-05-30,Software,59.28
X600675,P3100,2025-05-05,Training,262.67
X600676,P3032,2026-04-24,Other,103.49
X600677,P3108,2026-02-20,Travel,57.82
X600678,P3037,2026-08-25,Travel,46.47
X600679,P3027,2026-01-25,Travel,26.03
X600680,P3083,2025-10-19,Other,18.34
X600681,P3006,2026-07-08,Client Event,140.15
X600682,P3022,2026-01-10,Software,81.12
X600683,P3087,2025-12-16,Client Event,26.17
X600684,P3109,2026-01-06,Software,31.45
X600685,P3111,2026-11-24,Training,26.18
X600686,P3117,2026-09-08,Travel,39.84
X600687,P3086,2026-11-08,Other,86.71
X600688,P3065,2026-12-04,Training,76.95
X600689,P3088,2025-05-08,Software,130.27
X600690,P3048,2026-03-24,Travel,20.43
X600691,P3085,2026-01-23,Travel,87.1
X600692,P3012,2026-02-19,Client Event,46.95
X600693,P3119,2026-09-27,Travel,64.27
X600694,P3033,2026-07-04,Travel,52.76
X600695,P3099,2025-02-26,Software,47.42
X600696,P3074,2026-04-27,Travel,56.55
X600697,P3056,2026-03-06,Other,171.47
X600698,P3041,2025-09-07,Travel,43.82
X600699,P3006,2025-08-26,Software,44.07
X600700,P3115,2026-05-26,Client Event,308.28
X600701,P3035,2025-09-27,Travel,29.44
X600702,P3072,2025-11-30,Client Event,112.14
X600703,P3112,2026-09-28,Software,84.73
X600704,P3105,2025-05-01,Accommodation,185.09
X600705,P3085,2025-09-02,Other,32.73
X600706,P3091,2026-09-11,Other,57.87
X600707,P3102,2025-03-21,Software,41.45
X600708,P3014,2026-10-22,Accommodation,85.66
X600709,P3098,2025-05-30,Other,86.04
X600710,P3028,2025-07-14,Software,133.9
X600711,P3048,2026-09-13,Training,77.43
X600712,P3102,2026-06-16,Travel,71.53
X600713,P3103,2026-08-01,Software,288.54
X600714,P3110,2026-04-30,Travel,149.21
X600715,P3014,2026-05-28,Other,81.2
X600716,P3060,2025-09-07,Training,22.75
X600717,P3046,2025-12-26,Software,280.33
X600718,P3056,2026-02-01,Training,72.39
X600719,P3105,2026-09-19,Travel,186.28
X600720,P3064,2025-12-26,Software,270.07
X600721,P3001,2026-10-16,Software,300.96
X600722,P3095,2026-10-09,Software,128.51
X600723,P3001,2026-07-02,Other,11.49
X600724,P3101,2026-08-25,Travel,46.68
X600725,P3070,2025-10-23,Accommodation,44.61
X600726,P3087,2026-06-03,Software,262.95
X600727,P3115,2025-11-16,Travel,99.85
X600728,P3002,2025-05-18,Software,26.29
X600729,P3116,2025-09-28,Training,56.14
X600730,P3052,2026-09-19,Travel,318.11
X600731,P3025,2026-03-16,Training,45.44
X600732,P3089,2026-01-05,Other,63.2
X600733,P3043,2026-09-18,Accommodation,36.99
X600734,P3008,2026-09-05,Other,173.91
X600735,P3021,2025-05-28,Software,121.42
X600736,P3037,2026-03-10,Accommodation,127.85
X600737,P3034,2025-09-10,Accommodation,14.85
X600738,P3070,2026-07-17,Accommodation,50.66
X600739,P3087,2025-11-09,Software,61.31
X600740,P3053,2025-06-20,Travel,80.85
X600741,P3055,2025-07-15,Accommodation,33.4
X600742,P3019,2025-04-05,Other,63.7
X600743,P3077,2026-07-12,Travel,51.44
X600744,P3084,2025-05-25,Client Event,40.74
X600745,P3106,2025-12-23,Client Event,4.07
X600746,P3070,2026-01-04,Training,69.57
X600747,P3040,2025-10-07,Travel,36.36
X600748,P3102,2026-03-31,Other,67.87
X600749,P3089,2025-03-15,Client Event,110.35
X600750,P3090,2026-10-12,Other,13.88
X600751,P3090,2026-12-24,Other,80.88
X600752,P3057,2025-03-30,Other,48.26
X600753,P3053,2026-07-14,Accommodation,49.87
X600754,P3113,2025-05-31,Other,52.16
X600755,P3040,2025-05-04,Accommodation,145.6
X600756,P3109,2025-11-07,Training,80.82
X600757,P3009,2026-10-13,Training,304.11
X600758,P3040,2026-04-09,Travel,92.33
X600759,P3018,2025-06-12,Other,8.56
X600760,P3052,2026-08-27,Software,145.25
X600761,P3005,2025-12-16,Travel,31.45
X600762,P3016,2025-07-14,Client Event,38.58
X600763,P3004,2025-01-03,Travel,63.81
X600764,P3009,2026-05-11,Travel,145.84
X600765,P3058,2025-09-15,Other,78.07
X600766,P3109,2026-11-16,Software,213.31
X600767,P3104,2026-05-16,Other,46.71
X600768,P3035,2025-12-12,Training,30.78
X600769,P3048,2026-02-21,Software,79.54
X600770,P3089,2026-06-11,Accommodation,55.2
X600771,P3002,2025-06-24,Software,82.6
X600772,P3079,2026-02-03,Other,215.54
X600773,P3101,2025-05-19,Travel,36.89
X600774,P3117,2026-07-27,Accommodation,33.74
X600775,P3047,2026-12-11,Other,197.42
X600776,P3056,2025-07-10,Software,180.96
X600777,P3053,2026-02-05,Travel,28.81
X600778,P3021,2026-10-19,Travel,20.05
X600779,P3089,2026-05-18,Training,36.24
X600780,P3003,2026-02-01,Accommodation,17.36
X600781,P3077,2026-09-16,Travel,23.84
X600782,P3021,2025-10-08,Travel,94.25
X600783,P3005,2026-11-03,Travel,63.48
X600784,P3021,2026-05-07,Client Event,44.31
X600785,P3105,2025-11-28,Other,121.56
X600786,P3060,2025-02-06,Accommodation,39.89
X600787,P3100,2025-11-05,Accommodation,147.22
X600788,P3047,2025-10-24,Other,8.89
X600789,P3071,2026-03-05,Travel,20.61
X600790,P3062,2026-01-11,Software,326.91
X600791,P3051,2025-08-31,Software,39.28
X600792,P3070,2025-04-28,Other,11.12
X600793,P3096,2025-05-19,Travel,403.03
X600794,P3072,2025-03-27,Training,203.89
X600795,P3063,2025-07-14,Accommodation,152.28
X600796,P3108,2026-02-08,Accommodation,257.86
X600797,P3022,2026-03-29,Accommodation,11.5
X600798,P3065,2025-09-04,Client Event,92.79
X600799,P3027,2025-12-01,Accommodation,108.81
X600800,P3035,2025-07-04,Client Event,50.11
X600801,P3028,2025-08-12,Travel,31.28
X600802,P3056,2026-02-01,Travel,191.0
X600803,P3071,2026-05-09,Travel,103.93
X600804,P3028,2026-08-01,Client Event,250.53
X600805,P3051,2025-09-17,Other,145.89
X600806,P3066,2025-06-02,Accommodation,365.79
X600807,P3076,2025-08-29,Software,56.67
X600808,P3116,2026-11-23,Other,48.74
X600809,P3120,2026-07-31,Accommodation,63.0
X600810,P3067,2025-07-15,Software,192.64
X600811,P3117,2026-02-09,Other,45.58
X600812,P3074,2026-01-13,Accommodation,118.62
X600813,P3119,2025-05-30,Client Event,332.93
X600814,P3062,2026-03-03,Software,193.89
X600815,P3067,2025-05-15,Travel,56.94
X600816,P3119,2025-04-13,Client Event,31.4
X600817,P3034,2025-01-08,Accommodation,89.39
X600818,P3066,2025-11-23,Travel,44.34
X600819,P3040,2025-11-15,Travel,10.94
X600820,P3010,2026-12-22,Client Event,59.48
X600821,P3046,2026-08-17,Software,43.97
X600822,P3048,2026-01-21,Accommodation,34.52
X600823,P3027,2025-08-01,Software,65.02
X600824,P3098,2025-07-28,Other,28.04
X600825,P3025,2025-01-14,Travel,65.64
X600826,P3117,2025-01-31,Software,116.22
X600827,P3022,2025-08-26,Accommodation,50.4
X600828,P3048,2026-06-10,Travel,61.39
X600829,P3008,2026-02-03,Client Event,80.64
X600830,P3058,2026-10-16,Travel,70.6
X600831,P3030,2026-11-22,Other,38.22
X600832,P3094,2026-03-31,Accommodation,84.98
X600833,P3063,2026-09-23,Accommodation,68.94
X600834,P3083,2026-01-14,Accommodation,72.26
X600835,P3045,2026-08-05,Accommodation,51.27
X600836,P3008,2026-06-06,Other,90.55
X600837,P3111,2025-01-01,Other,54.03
X600838,P3070,2025-12-07,Travel,154.3
X600839,P3095,2026-02-09,Software,129.62
X600840,P3040,2026-07-24,Software,79.02
X600841,P3097,2025-02-10,Accommodation,25.07
X600842,P3072,2026-12-09,Other,50.22
X600843,P3047,2025-05-15,Software,35.16
X600844,P3074,2025-05-26,Travel,229.73
X600845,P3097,2025-01-13,Other,25.55
X600846,P3053,2026-02-17,Travel,154.81
X600847,P3014,2025-06-06,Software,60.29
X600848,P3040,2025-11-13,Travel,216.82
X600849,P3084,2026-12-15,Accommodation,266.9
X600850,P3036,2026-09-28,Travel,231.12
X600851,P3112,2026-04-07,Software,45.0
X600852,P3054,2025-03-06,Accommodation,95.62
X600853,P3024,2026-04-08,Travel,57.31
X600854,P3066,2025-05-26,Travel,35.24
X600855,P3075,2025-10-27,Other,25.13
X600856,P3081,2025-07-24,Other,242.59
X600857,P3015,2026-07-06,Other,17.82
X600858,P3064,2025-10-03,Training,55.19
X600859,P3116,2025-01-11,Client Event,29.63
X600860,P3107,2025-06-27,Other,63.88
X600861,P3019,2026-10-10,Software,31.12
X600862,P3013,2026-05-13,Software,25.11
X600863,P3068,2025-06-14,Accommodation,271.94
X600864,P3063,2025-07-04,Accommodation,69.51
X600865,P3005,2025-02-17,Accommodation,39.98
X600866,P3056,2025-01-30,Accommodation,56.09
X600867,P3091,2025-04-26,Travel,160.01
X600868,P3120,2026-08-24,Client Event,177.17
X600869,P3065,2026-02-04,Accommodation,76.72
X600870,P3093,2025-09-22,Travel,6.67
X600871,P3029,2026-05-03,Travel,187.57
X600872,P3066,2026-10-02,Training,98.23
X600873,P3084,2026-08-02,Other,94.65
X600874,P3054,2026-10-30,Other,217.9
X600875,P3041,2025-12-01,Software,41.84
X600876,P3042,2026-07-17,Travel,41.74
X600877,P3101,2025-10-13,Other,125.59
X600878,P3082,2025-02-16,Client Event,63.76
X600879,P3057,2026-11-29,Travel,67.14
X600880,P3089,2026-11-15,Software,54.79
X600881,P3008,2025-10-21,Client Event,11.4
X600882,P3118,2025-09-16,Other,62.65
X600883,P3012,2026-12-27,Travel,140.1
X600884,P3042,2025-06-11,Other,8.61
X600885,P3016,2026-05-08,Other,66.0
X600886,P3028,2025-12-02,Travel,148.61
X600887,P3066,2025-10-26,Accommodation,31.82
X600888,P3007,2026-05-21,Other,73.65
X600889,P3027,2026-06-07,Training,30.98
X600890,P3013,2026-12-31,Software,108.69
X600891,P3091,2026-10-06,Software,82.64
X600892,P3029,2026-05-30,Travel,87.67
X600893,P3093,2026-12-26,Training,77.51
X600894,P3020,2026-04-20,Travel,95.4
X600895,P3013,2026-09-16,Client Event,86.76
X600896,P3112,2025-02-11,Training,51.21
X600897,P3032,2025-03-24,Other,28.36
X600898,P3049,2026-05-01,Software,55.91
X600899,P3042,2026-11-25,Training,227.14
X600900,P3056,2026-01-31,Other,63.16
X600901,P3104,2025-07-19,Client Event,84.55
X600902,P3110,2026-12-21,Training,22.9
X600903,P3057,2025-03-24,Accommodation,215.5
X600904,P3116,2026-02-28,Other,142.76
X600905,P3031,2025-04-03,Other,159.03
X600906,P3042,2025-04-30,Software,211.39
X600907,P3011,2025-11-21,Travel,14.59
X600908,P3037,2026-06-12,Client Event,119.08
X600909,P3011,2026-07-31,Training,26.88
X600910,P3073,2025-11-21,Accommodation,29.5
X600911,P3043,2025-10-06,Travel,91.17
X600912,P3104,2025-08-07,Software,75.14
X600913,P3037,2026-01-03,Software,33.57
X600914,P3086,2026-01-30,Other,98.97
X600915,P3055,2025-03-11,Travel,61.94
X600916,P3022,2025-11-24,Other,60.42
X600917,P3113,2025-04-03,Other,93.82
X600918,P3044,2026-07-14,Client Event,40.21
X600919,P3017,2026-10-31,Training,81.55
X600920,P3049,2026-12-06,Software,42.9
X600921,P3061,2025-07-21,Travel,21.67
X600922,P3014,2026-02-24,Software,24.41
X600923,P3106,2026-12-07,Software,52.99
X600924,P3075,2025-07-15,Software,99.05
X600925,P3056,2026-04-25,Travel,148.26
X600926,P3045,2026-02-02,Software,25.11
X600927,P3089,2025-08-02,Software,78.88
X600928,P3042,2026-04-11,Travel,78.71
X600929,P3104,2026-05-16,Travel,79.22
X600930,P3025,2026-04-05,Software,135.43
X600931,P3120,2026-06-01,Client Event,74.39
X600932,P3067,2026-05-25,Other,125.6
X600933,P3076,2025-01-11,Software,144.06
X600934,P3001,2025-09-06,Training,59.7
X600935,P3067,2025-12-08,Client Event,136.02
X600936,P3111,2026-03-14,Travel,82.08
X600937,P3024,2025-04-27,Travel,93.34
X600938,P3085,2025-09-15,Software,80.44
X600939,P3110,2026-09-27,Accommodation,13.13
X600940,P3039,2026-09-06,Travel,172.44
X600941,P3002,2026-08-30,Travel,64.38
X600942,P3084,2026-02-22,Accommodation,217.14
X600943,P3036,2025-04-11,Client Event,95.6
X600944,P3089,2026-12-06,Software,114.74
X600945,P3059,2025-09-26,Training,30.73
X600946,P3077,2025-06-16,Travel,26.07
X600947,P3073,2026-10-18,Other,26.77
X600948,P3002,2025-02-17,Travel,74.87
X600949,P3073,2025-02-11,Other,160.87
X600950,P3107,2025-09-12,Accommodation,358.62
X600951,P3008,2025-09-10,Accommodation,75.94
X600952,P3103,2025-09-08,Training,98.47
X600953,P3055,2026-10-09,Client Event,64.13
X600954,P3108,2025-08-05,Accommodation,90.3
X600955,P3082,2025-09-16,Software,79.69
X600956,P3029,2025-01-07,Software,182.94
X600957,P3066,2025-08-14,Software,69.39
X600958,P3011,2026-12-21,Accommodation,82.9
X600959,P3001,2026-07-20,Software,103.26
X600960,P3007,2026-10-09,Software,44.2
X600961,P3034,2025-07-30,Training,84.14
X600962,P3068,2026-05-05,Travel,119.34
X600963,P3090,2025-11-11,Travel,7.46
X600964,P3059,2026-07-27,Other,93.6
X600965,P3113,2026-03-30,Travel,73.47
X600966,P3067,2026-03-16,Travel,10.97
X600967,P3090,2026-10-21,Travel,24.32
X600968,P3082,2025-01-19,Travel,34.31
X600969,P3011,2026-05-17,Travel,36.58
X600970,P3032,2026-03-22,Travel,63.8
X600971,P3061,2026-09-04,Travel,82.78
X600972,P3084,2025-01-23,Accommodation,50.01
X600973,P3072,2026-12-11,Travel,27.7
X600974,P3084,2026-10-10,Client Event,67.38
X600975,P3115,2026-02-13,Training,53.77
X600976,P3090,2026-02-01,Travel,309.76
X600977,P3068,2025-11-29,Accommodation,39.8
X600978,P3069,2026-08-13,Other,75.95
X600979,P3101,2026-09-19,Client Event,16.95
X600980,P3082,2026-06-18,Training,242.84
X600981,P3119,2026-02-07,Accommodation,447.65
X600982,P3019,2025-05-10,Software,7.39
X600983,P3110,2025-04-08,Travel,538.54
X600984,P3023,2025-11-27,Travel,49.39
X600985,P3012,2026-02-27,Travel,15.13
X600986,P3018,2025-07-31,Client Event,38.15
X600987,P3051,2026-04-21,Software,28.82
X600988,P3003,2026-12-25,Travel,36.36
X600989,P3044,2026-05-20,Other,15.48
X600990,P3030,2026-01-08,Other,27.11
X600991,P3103,2025-02-07,Other,52.82
X600992,P3075,2026-01-17,Travel,67.68
X600993,P3070,2025-12-15,Accommodation,120.55
X600994,P3010,2026-03-14,Travel,196.71
X600995,P3051,2026-04-04,Travel,50.91
X600996,P3070,2026-01-12,Accommodation,33.82
X600997,P3097,2026-03-30,Accommodation,109.14
X600998,P3089,2025-09-22,Software,40.81
X600999,P3016,2025-05-03,Software,199.24
X601000,P3112,2025-10-13,Travel,98.5
X601001,P3058,2025-11-29,Accommodation,27.2
X601002,P3087,2026-07-07,Other,56.02
X601003,P3093,2026-04-19,Other,14.0
X601004,P3048,2026-04-21,Travel,92.31
X601005,P3050,2026-09-15,Accommodation,76.65
X601006,P3111,2026-11-18,Client Event,17.49
X601007,P3011,2026-11-13,Accommodation,15.03
X601008,P3042,2025-04-17,Accommodation,35.97
X601009,P3011,2025-01-04,Travel,10.49
X601010,P3001,2026-03-14,Software,50.11
X601011,P3051,2025-11-27,Client Event,329.87
X601012,P3104,2026-11-19,Other,93.35
X601013,P3106,2025-05-24,Accommodation,59.31
X601014,P3052,2025-05-17,Travel,90.41
X601015,P3015,2026-06-27,Software,88.61
X601016,P3017,2025-06-27,Travel,138.93
X601017,P3117,2025-08-20,Training,35.47
X601018,P3012,2026-03-24,Client Event,330.5
X601019,P3009,2026-01-29,Travel,124.39
X601020,P3034,2025-10-22,Other,41.13
X601021,P3095,2026-09-28,Software,45.11
X601022,P3086,2025-07-23,Software,26.0
X601023,P3022,2026-04-29,Travel,182.31
X601024,P3030,2025-02-09,Travel,9.88
X601025,P3030,2025-07-13,Other,37.95
X601026,P3007,2026-01-31,Software,206.95
X601027,P3060,2026-03-30,Travel,65.21
X601028,P3082,2026-01-07,Other,133.54
X601029,P3093,2025-05-15,Accommodation,50.58
X601030,P3119,2026-04-13,Travel,113.99
X601031,P3088,2025-03-01,Training,40.0
X601032,P3012,2026-09-13,Travel,10.29
X601033,P3070,2025-09-25,Training,238.26
X601034,P3018,2026-08-28,Accommodation,42.69
X601035,P3003,2025-03-07,Accommodation,236.42
X601036,P3013,2025-07-14,Travel,100.01
X601037,P3005,2026-08-30,Client Event,176.46
X601038,P3116,2025-01-06,Client Event,23.94
X601039,P3033,2026-03-23,Client Event,41.31
X601040,P3043,2026-02-20,Other,89.81
X601041,P3084,2026-11-21,Client Event,21.11
X601042,P3057,2026-02-07,Software,30.43
X601043,P3083,2025-09-24,Other,64.51
X601044,P3016,2025-12-16,Accommodation,42.12
X601045,P3018,2025-02-10,Accommodation,248.15
X601046,P3033,2025-04-27,Client Event,98.13
X601047,P3100,2026-02-01,Client Event,46.3
X601048,P3074,2026-08-04,Travel,61.43
X601049,P3050,2026-05-12,Training,55.37
X601050,P3070,2025-07-31,Client Event,195.76
X601051,P3103,2025-02-17,Training,69.94
X601052,P3095,2026-09-23,Other,72.82
X601053,P3117,2025-10-10,Travel,39.62
X601054,P3086,2026-07-18,Other,10.5
X601055,P3079,2026-08-10,Client Event,81.35
X601056,P3045,2026-05-25,Client Event,19.66
X601057,P3044,2025-08-16,Accommodation,35.53
X601058,P3010,2026-06-08,Client Event,42.43
X601059,P3043,2026-02-10,Travel,187.81
X601060,P3003,2025-11-24,Accommodation,23.18
X601061,P3054,2025-07-06,Other,57.53
X601062,P3117,2025-01-24,Other,33.07
X601063,P3118,2026-06-24,Travel,245.53
X601064,P3009,2025-06-27,Client Event,88.8
X601065,P3085,2025-05-23,Other,118.3
X601066,P3106,2026-02-13,Accommodation,62.12
X601067,P3003,2025-05-26,Accommodation,42.27
X601068,P3058,2025-10-07,Travel,204.81
X601069,P3064,2025-01-09,Travel,45.33
X601070,P3083,2026-06-16,Client Event,21.0
X601071,P3107,2026-08-28,Travel,75.67
X601072,P3002,2026-02-12,Travel,18.03
X601073,P3116,2026-07-30,Accommodation,87.88
X601074,P3055,2026-07-14,Software,65.12
X601075,P3113,2026-06-22,Accommodation,101.81
X601076,P3028,2026-11-02,Travel,115.13
X601077,P3059,2026-01-24,Travel,56.75
X601078,P3102,2025-01-27,Accommodation,74.56
X601079,P3045,2026-12-11,Accommodation,25.92
X601080,P3117,2026-10-26,Software,182.35
X601081,P3066,2025-10-13,Accommodation,81.23
X601082,P3006,2025-09-26,Client Event,67.75
X601083,P3098,2025-04-10,Travel,25.73
X601084,P3042,2026-08-18,Client Event,22.87
X601085,P3063,2026-01-21,Other,53.39
X601086,P3049,2025-07-04,Other,23.94
X601087,P3110,2025-08-27,Training,131.52
X601088,P3015,2026-11-12,Accommodation,127.03
X601089,P3040,2026-12-15,Accommodation,56.45
X601090,P3058,2025-08-26,Client Event,27.62
X601091,P3032,2026-02-27,Travel,22.49
X601092,P3052,2025-07-26,Accommodation,75.86
X601093,P3036,2026-07-04,Accommodation,313.22
X601094,P3009,2026-09-18,Other,50.81
X601095,P3044,2025-05-26,Travel,51.92
X601096,P3053,2026-09-06,Travel,60.95
X601097,P3075,2025-08-29,Software,86.16
X601098,P3099,2025-04-19,Travel,28.88
X601099,P3088,2026-06-23,Software,67.22
X601100,P3041,2025-12-04,Client Event,11.29
X601101,P3054,2026-08-12,Travel,49.03
X601102,P3107,2026-05-09,Client Event,112.86
X601103,P3014,2025-10-12,Training,34.53
X601104,P3022,2025-06-16,Training,29.33
X601105,P3055,2025-09-02,Other,31.93
X601106,P3087,2026-03-20,Accommodation,26.85
X601107,P3081,2026-11-21,Travel,29.66
X601108,P3045,2026-10-23,Other,63.72
X601109,P3044,2025-12-30,Travel,34.27
X601110,P3056,2025-07-01,Software,49.46
X601111,P3031,2026-05-08,Travel,67.49
X601112,P3104,2026-04-18,Accommodation,73.64
X601113,P3069,2025-12-26,Travel,90.91
X601114,P3042,2025-10-27,Travel,82.71
X601115,P3105,2025-11-10,Training,51.58
X601116,P3064,2026-07-10,Client Event,201.75
X601117,P3009,2026-04-16,Software,69.52
X601118,P3042,2026-01-29,Software,142.55
X601119,P3074,2025-12-22,Other,200.74
X601120,P3111,2025-10-06,Accommodation,60.71
X601121,P3112,2025-10-07,Travel,29.75
X601122,P3053,2025-12-19,Accommodation,5.92
X601123,P3040,2026-11-16,Client Event,27.01
X601124,P3003,2026-05-27,Travel,48.45
X601125,P3022,2026-02-23,Software,111.49
X601126,P3002,2026-03-17,Client Event,109.88
X601127,P3030,2026-07-18,Other,63.54
X601128,P3037,2025-08-12,Other,42.97
X601129,P3108,2026-01-14,Travel,42.58
X601130,P3098,2025-04-24,Software,46.34
X601131,P3083,2025-06-12,Client Event,177.94
X601132,P3069,2025-12-24,Training,46.8
X601133,P3083,2026-12-02,Accommodation,37.38
X601134,P3015,2026-11-05,Travel,77.07
X601135,P3103,2025-02-18,Other,44.52
X601136,P3029,2026-08-07,Software,58.5
X601137,P3012,2026-03-08,Training,50.7
X601138,P3048,2026-10-27,Travel,59.0
X601139,P3093,2025-01-09,Other,23.82
X601140,P3051,2026-11-12,Other,160.75
X601141,P3038,2026-07-05,Other,245.35
X601142,P3106,2025-10-12,Travel,4.16
X601143,P3051,2026-01-31,Other,69.98
X601144,P3008,2026-06-16,Training,207.65
X601145,P3086,2025-07-14,Software,30.03
X601146,P3030,2026-03-17,Travel,69.01
X601147,P3002,2026-10-29,Software,33.33
X601148,P3093,2025-11-27,Accommodation,63.9
X601149,P3084,2025-06-17,Accommodation,54.93
X601150,P3069,2026-12-14,Travel,75.46
X601151,P3078,2026-08-23,Travel,46.99
X601152,P3072,2026-02-08,Accommodation,277.87
X601153,P3087,2025-02-24,Accommodation,80.16
X601154,P3112,2026-07-27,Training,28.51
X601155,P3064,2025-12-31,Training,31.6
X601156,P3076,2025-11-25,Travel,54.27
X601157,P3030,2026-04-21,Training,10.47
X601158,P3078,2026-06-29,Training,119.63
X601159,P3004,2025-09-24,Travel,169.0
X601160,P3104,2026-05-18,Software,58.38
X601161,P3060,2026-05-10,Other,186.14
X601162,P3002,2025-02-03,Software,24.33
X601163,P3033,2026-01-21,Travel,12.26
X601164,P3007,2025-12-20,Accommodation,30.79
X601165,P3099,2026-07-26,Training,47.38
X601166,P3077,2026-12-26,Client Event,23.26
X601167,P3080,2026-10-13,Training,77.99
X601168,P3083,2025-09-02,Accommodation,37.78
X601169,P3065,2025-03-16,Travel,47.78
X601170,P3006,2026-09-04,Accommodation,58.28
X601171,P3074,2026-12-18,Travel,52.56
X601172,P3080,2025-05-23,Accommodation,83.46
X601173,P3035,2025-12-16,Software,183.48
X601174,P3009,2026-05-16,Training,22.74
X601175,P3063,2026-10-24,Client Event,40.02
X601176,P3116,2026-06-07,Other,50.85
X601177,P3092,2025-10-30,Software,439.74
X601178,P3070,2025-05-04,Accommodation,126.81
X601179,P3060,2026-03-03,Travel,97.8
X601180,P3057,2025-12-06,Travel,44.42
X601181,P3112,2026-06-01,Training,19.4
X601182,P3081,2026-06-11,Travel,24.65
X601183,P3118,2025-12-28,Software,189.72
X601184,P3074,2025-09-24,Travel,89.44
X601185,P3044,2025-08-16,Training,95.72
X601186,P3052,2026-07-11,Accommodation,63.17
X601187,P3086,2025-05-27,Training,63.33
X601188,P3115,2026-09-13,Travel,123.69
X601189,P3055,2025-02-28,Travel,20.34
X601190,P3086,2026-09-29,Training,91.26
X601191,P3036,2025-11-21,Travel,70.28
X601192,P3108,2026-07-26,Software,22.27
X601193,P3029,2026-04-10,Client Event,48.96
X601194,P3042,2026-04-15,Other,132.56
X601195,P3010,2025-11-02,Software,26.42
X601196,P3015,2026-08-05,Client Event,138.89
X601197,P3074,2026-11-08,Travel,30.11
X601198,P3110,2025-03-11,Travel,212.3
X601199,P3016,2026-10-29,Client Event,55.41
X601200,P3001,2025-05-25,Accommodation,6.29
X601201,P3043,2025-08-04,Travel,128.73
X601202,P3061,2025-10-03,Client Event,50.4
X601203,P3095,2026-03-29,Other,46.16
X601204,P3118,2025-05-11,Travel,50.88
X601205,P3115,2025-06-14,Accommodation,81.21
X601206,P3038,2025-03-22,Travel,66.04
X601207,P3013,2025-06-23,Travel,37.22
X601208,P3091,2026-01-17,Other,100.94
