Invoice_ID,Project_ID,Invoice_Date,Billing_Rate,Billed_Hours,Billed_Amount,Discount,Invoice_Status
I500407,P3081,2026-02-28,75.85,20,1517.0,0.0,Paid
I500408,P3016,2026-12-21,141.65,351,49719.15,0.0,Disputed
I500409,P3039,2026-04-06,130.41,183,22671.78,0.05,Paid
I500410,P3039,2025-10-27,78.82,387,28978.17,0.05,Paid
I500411,P3029,2026-06-30,72.85,263,18201.57,0.05,Paid
I500412,P3065,2025-05-31,102.94,32,3195.26,0.03,Disputed
I500413,P3034,2025-08-26,103.22,493,48343.09,0.05,Pending
I500414,P3094,2025-02-15,100.48,231,23210.88,0.0,Paid
I500415,P3029,2025-03-20,167.19,122,20397.18,0.0,Paid
I500416,P3011,2025-11-18,151.57,148,19067.51,0.15,Paid
I500417,P3005,2026-05-28,119.02,370,41835.53,0.05,Paid
I500418,P3115,2026-08-31,94.06,465,39364.11,0.1,Disputed
I500419,P3015,2026-06-06,123.22,135,14971.23,0.1,Paid
I500420,P3011,2025-06-05,144.13,390,53400.16,0.05,Paid
I500421,P3072,2025-10-19,115.89,353,36818.25,0.1,Paid
I500422,P3044,2025-10-10,172.77,240,41464.8,0.0,Paid
I500423,P3062,2026-03-09,104.89,365,36370.61,0.05,Pending
I500424,P3042,2025-12-29,91.29,29,2647.41,0.0,Paid
I500425,P3019,2026-08-28,144.19,309,37871.5,0.15,Pending
I500426,P3033,2025-10-31,111.73,370,39273.09,0.05,Paid
I500427,P3040,2026-02-22,74.94,394,29526.36,0.0,Pending
I500428,P3042,2025-06-22,102.91,198,17319.75,0.15,Paid
I500429,P3043,2026-03-09,174.0,99,17226.0,0.0,Pending
I500430,P3108,2025-09-26,91.66,373,33163.5,0.03,Paid
I500431,P3073,2025-02-28,136.05,437,59453.85,0.0,Pending
I500432,P3082,2026-07-07,107.35,246,25087.69,0.05,Paid
I500433,P3038,2026-07-17,140.49,206,27493.89,0.05,Overdue
I500434,P3050,2026-09-11,160.75,402,54928.28,0.15,Paid
I500435,P3006,2025-11-30,117.15,32,3373.92,0.1,Paid
I500436,P3051,2025-05-20,120.8,243,26418.96,0.1,Paid
I500437,P3021,2025-05-20,129.38,21,2635.47,0.03,Pending
I500438,P3072,2025-09-07,92.56,468,43318.08,0.0,Paid
I500439,P3012,2025-03-06,170.17,334,51153.1,0.1,Paid
I500440,P3012,2025-12-11,131.4,137,16201.62,0.1,Paid
I500441,P3076,2026-04-20,111.36,171,18090.43,0.05,Paid
I500442,P3105,2025-11-09,132.59,81,9665.81,0.1,Paid
I500443,P3099,2026-02-25,167.29,239,38782.84,0.03,Pending
I500444,P3001,2025-07-27,122.31,279,29005.82,0.15,Pending
I500445,P3112,2026-03-27,93.5,252,23562.0,0.0,Paid
I500446,P3082,2026-03-26,173.34,158,26018.33,0.05,Paid
I500447,P3014,2025-03-24,178.76,61,9813.92,0.1,Overdue
I500448,P3049,2026-07-23,162.71,293,47674.03,0.0,Paid
I500449,P3025,2026-09-03,132.35,401,45111.5,0.15,Paid
I500450,P3088,2026-10-19,124.52,246,30631.92,0.0,Overdue
I500451,P3031,2026-10-30,119.93,484,56304.74,0.03,Paid
I500452,P3090,2025-11-17,99.25,153,13666.72,0.1,Disputed
I500453,P3077,2026-12-18,144.19,493,67531.39,0.05,Paid
I500454,P3015,2025-03-02,165.59,83,11682.37,0.15,Paid
I500455,P3053,2026-06-19,78.62,82,6446.84,0.0,Pending
I500456,P3120,2026-12-14,102.89,367,36627.81,0.03,Paid
I500457,P3023,2026-10-17,123.66,455,47825.5,0.15,Pending
I500458,P3096,2026-11-14,94.8,391,37066.8,0.0,Paid
I500459,P3107,2025-04-17,90.45,422,32444.42,0.15,Pending
I500460,P3003,2025-12-07,159.2,165,26268.0,0.0,Paid
I500461,P3032,2026-03-30,130.73,470,52226.63,0.15,Paid
I500462,P3025,2026-08-31,177.86,423,71473.04,0.05,Paid
I500463,P3019,2026-04-18,72.98,314,22228.25,0.03,Overdue
I500464,P3009,2025-09-15,170.78,100,15370.2,0.1,Pending
I500465,P3059,2025-09-30,158.8,284,40589.28,0.1,Paid
I500466,P3019,2026-04-29,170.57,189,32237.73,0.0,Overdue
I500467,P3115,2026-09-16,75.1,277,20802.7,0.0,Overdue
I500468,P3082,2025-11-03,159.92,115,18390.8,0.0,Pending
I500469,P3073,2026-12-09,103.43,314,32477.02,0.0,Paid
I500470,P3106,2025-02-09,139.34,57,7704.11,0.03,Paid
I500471,P3094,2025-08-31,117.93,150,15036.08,0.15,Overdue
I500472,P3109,2025-03-22,174.1,93,16191.3,0.0,Paid
I500473,P3046,2025-08-22,83.79,170,14244.3,0.0,Pending
I500474,P3082,2026-11-19,112.39,403,43934.37,0.03,Paid
I500475,P3113,2026-06-21,72.98,473,32793.56,0.05,Paid
I500476,P3099,2025-01-19,149.43,399,50679.18,0.15,Paid
I500477,P3074,2026-09-03,164.69,469,77239.61,0.0,Pending
I500478,P3005,2026-02-11,88.28,226,19951.28,0.0,Overdue
I500479,P3042,2025-05-02,136.7,482,59300.46,0.1,Paid
I500480,P3042,2026-11-09,94.02,149,14008.98,0.0,Paid
I500481,P3051,2025-09-15,84.8,207,17553.6,0.0,Paid
I500482,P3096,2026-02-19,136.05,118,15251.2,0.05,Paid
I500483,P3005,2025-04-18,92.55,370,34243.5,0.0,Disputed
I500484,P3009,2026-08-12,116.7,437,50997.9,0.0,Pending
I500485,P3069,2025-11-15,127.82,151,19300.82,0.0,Paid
I500486,P3029,2026-04-07,80.79,133,10745.07,0.0,Paid
I500487,P3004,2026-07-28,134.46,432,58086.72,0.0,Paid
I500488,P3001,2026-09-23,131.54,255,31865.56,0.05,Overdue
I500489,P3108,2025-01-20,151.12,237,34740.98,0.03,Paid
I500490,P3020,2026-07-24,117.8,196,20779.92,0.1,Overdue
I500491,P3051,2025-03-11,126.11,65,7377.44,0.1,Pending
I500492,P3093,2025-07-17,105.5,104,10972.0,0.0,Paid
I500493,P3087,2025-10-16,101.85,381,38804.85,0.0,Paid
I500494,P3037,2025-06-26,83.59,435,36361.65,0.0,Overdue
I500495,P3059,2026-04-22,142.7,45,6421.5,0.0,Paid
I500496,P3003,2025-10-24,75.4,379,28576.6,0.0,Paid
I500497,P3113,2026-10-11,138.07,456,53515.93,0.15,Paid
I500498,P3114,2026-12-18,82.0,313,21816.1,0.15,Paid
I500499,P3094,2026-05-15,71.48,434,26368.97,0.15,Paid
I500500,P3071,2026-07-03,125.82,497,59405.91,0.05,Pending
I500501,P3102,2025-09-13,104.08,58,5131.14,0.15,Paid
I500502,P3058,2026-05-08,101.92,105,10701.6,0.0,Paid
I500503,P3036,2026-12-11,100.82,117,10026.55,0.15,Overdue
I500504,P3119,2025-04-20,122.83,160,17687.52,0.1,Paid
I500505,P3005,2026-07-16,96.07,165,15851.55,0.0,Paid
I500506,P3066,2026-04-30,178.67,361,64499.87,0.0,Paid
I500507,P3072,2025-08-02,151.29,175,26475.75,0.0,Paid
I500508,P3082,2026-01-27,143.43,462,59638.19,0.1,Paid
I500509,P3031,2026-06-12,106.37,217,23082.29,0.0,Paid
I500510,P3040,2026-02-05,172.98,313,52518.46,0.03,Paid
I500511,P3036,2025-03-29,167.45,83,13203.43,0.05,Overdue
I500512,P3095,2026-07-24,110.98,185,17451.6,0.15,Pending
I500513,P3036,2025-04-23,73.47,320,22805.09,0.03,Paid
I500514,P3014,2026-06-15,133.16,306,38709.61,0.05,Paid
I500515,P3033,2026-03-09,108.63,329,35739.27,0.0,Paid
I500516,P3002,2025-11-02,141.23,499,63426.39,0.1,Overdue
I500517,P3090,2026-11-14,148.18,149,21416.46,0.03,Pending
I500518,P3088,2026-10-12,175.41,65,11401.65,0.0,Paid
I500519,P3081,2026-08-14,141.62,476,67411.12,0.0,Overdue
I500520,P3037,2025-01-31,75.01,358,26853.58,0.0,Paid
I500521,P3116,2025-03-26,86.77,438,38005.26,0.0,Paid
I500522,P3015,2025-12-10,134.92,452,59154.32,0.03,Overdue
I500523,P3045,2025-09-05,115.25,182,20346.24,0.03,Paid
I500524,P3064,2025-09-11,128.15,497,54136.97,0.15,Pending
I500525,P3109,2026-02-20,124.43,302,31941.18,0.15,Overdue
I500526,P3021,2025-05-21,137.91,494,68127.54,0.0,Paid
I500527,P3086,2025-09-04,161.76,212,34293.12,0.0,Paid
I500528,P3012,2026-07-29,156.88,303,47534.64,0.0,Paid
I500529,P3091,2025-06-01,165.88,299,42158.4,0.15,Paid
I500530,P3006,2026-07-21,135.46,160,20589.92,0.05,Paid
I500531,P3029,2025-11-30,86.42,302,22184.01,0.15,Disputed
I500532,P3027,2026-09-09,104.4,231,24116.4,0.0,Pending
I500533,P3035,2026-07-25,81.52,430,29795.56,0.15,Pending
I500534,P3051,2025-05-07,89.41,246,21994.86,0.0,Paid
I500535,P3063,2026-03-31,112.01,92,9274.43,0.1,Paid
I500536,P3074,2026-03-31,71.13,447,30205.35,0.05,Pending
I500537,P3057,2026-01-15,90.44,437,39522.28,0.0,Pending
I500538,P3099,2025-07-18,112.89,411,39438.12,0.15,Pending
I500539,P3058,2025-06-04,125.42,342,36459.59,0.15,Disputed
I500540,P3011,2026-09-04,141.18,381,45721.14,0.15,Pending
I500541,P3067,2025-02-02,130.86,320,37687.68,0.1,Paid
I500542,P3115,2026-03-11,176.13,312,46709.68,0.15,Paid
I500543,P3088,2026-09-03,111.1,182,19209.19,0.05,Disputed
I500544,P3059,2025-07-02,159.82,149,20241.2,0.15,Paid
I500545,P3105,2026-12-01,108.53,347,32010.92,0.15,Paid
I500546,P3045,2026-04-21,120.1,209,25100.9,0.0,Paid
I500547,P3112,2025-05-03,121.99,345,42086.55,0.0,Paid
I500548,P3012,2025-06-23,137.59,126,16469.52,0.05,Paid
I500549,P3115,2026-04-28,175.99,145,25518.55,0.0,Paid
I500550,P3035,2026-10-16,86.77,103,8937.31,0.0,Paid
I500551,P3110,2026-10-07,177.27,333,50176.27,0.15,Paid
I500552,P3112,2026-09-30,83.69,201,15139.52,0.1,Paid
I500553,P3053,2026-07-11,92.58,56,4406.81,0.15,Pending
I500554,P3087,2025-03-11,160.21,283,43979.25,0.03,Paid
I500555,P3038,2026-10-31,133.6,355,42685.2,0.1,Paid
I500556,P3010,2025-09-17,144.17,484,69778.28,0.0,Paid
I500557,P3057,2025-05-26,126.2,68,7723.44,0.1,Disputed
I500558,P3108,2026-10-06,148.74,51,7585.74,0.0,Paid
I500559,P3049,2025-10-14,122.88,397,43905.02,0.1,Pending
I500560,P3016,2025-04-14,165.57,22,3096.16,0.15,Overdue
I500561,P3070,2025-06-07,146.69,73,10708.37,0.0,Paid
I500562,P3052,2025-07-04,139.54,495,65618.68,0.05,Paid
I500563,P3004,2026-05-07,179.24,396,68849.67,0.03,Paid
I500564,P3003,2026-12-08,124.12,34,4093.48,0.03,Paid
I500565,P3088,2026-07-11,76.31,92,6809.9,0.03,Paid
I500566,P3007,2026-09-14,80.7,97,7045.11,0.1,Pending
I500567,P3081,2026-02-01,149.24,80,10745.28,0.1,Paid
I500568,P3116,2026-05-10,75.36,274,17551.34,0.15,Paid
I500569,P3002,2025-04-05,150.95,441,66568.95,0.0,Paid
I500570,P3081,2026-10-20,87.84,179,14937.19,0.05,Paid
I500571,P3068,2026-09-14,70.14,437,30651.18,0.0,Paid
I500572,P3055,2026-07-21,84.68,107,8607.72,0.05,Paid
I500573,P3011,2025-03-18,106.3,366,36960.51,0.05,Paid
I500574,P3111,2026-10-19,131.14,238,31211.32,0.0,Paid
I500575,P3094,2025-07-01,154.3,346,45379.63,0.15,Overdue
I500576,P3084,2026-06-20,143.67,75,9697.72,0.1,Paid
I500577,P3086,2026-07-27,91.91,492,38436.76,0.15,Disputed
I500578,P3027,2025-10-03,178.98,179,31076.3,0.03,Paid
I500579,P3113,2026-05-22,127.04,377,47894.08,0.0,Paid
I500580,P3117,2026-01-09,123.49,83,9942.18,0.03,Paid
I500581,P3013,2026-01-14,100.71,76,7271.26,0.05,Pending
I500582,P3086,2026-06-22,87.73,208,16423.06,0.1,Paid
I500583,P3091,2025-12-26,166.25,398,66167.5,0.0,Overdue
I500584,P3092,2025-03-13,71.09,299,19130.32,0.1,Paid
I500585,P3077,2025-08-03,116.96,486,55137.28,0.03,Overdue
I500586,P3070,2025-10-27,129.9,472,58247.16,0.05,Paid
I500587,P3069,2026-06-28,74.47,221,16457.87,0.0,Paid
I500588,P3017,2025-11-06,91.01,379,34492.79,0.0,Paid
I500589,P3067,2026-12-13,76.32,251,19156.32,0.0,Paid
I500590,P3089,2026-10-22,178.58,182,31526.51,0.03,Overdue
I500591,P3053,2025-07-23,147.66,384,56701.44,0.0,Pending
I500592,P3107,2026-11-02,147.7,383,53740.64,0.05,Paid
I500593,P3079,2026-04-28,160.39,150,21652.65,0.1,Paid
I500594,P3001,2026-07-23,159.05,349,55508.45,0.0,Paid
I500595,P3005,2026-08-09,84.29,494,41639.26,0.0,Paid
I500596,P3012,2025-05-23,168.77,287,48436.99,0.0,Paid
I500597,P3100,2026-10-15,85.11,374,30876.21,0.03,Paid
I500598,P3082,2026-07-27,172.92,437,75566.04,0.0,Paid
I500599,P3094,2026-09-09,73.77,133,9320.84,0.05,Pending
I500600,P3091,2026-07-25,143.18,419,53993.18,0.1,Paid
I500601,P3060,2025-09-10,84.04,276,23195.04,0.0,Paid
I500602,P3011,2026-05-09,159.85,103,15970.61,0.03,Paid
I500603,P3113,2025-03-19,115.43,399,46056.57,0.0,Overdue
I500604,P3032,2025-05-12,119.14,143,17037.02,0.0,Pending
I500605,P3094,2026-05-27,116.14,426,49475.64,0.0,Pending
I500606,P3072,2025-03-07,124.5,65,6878.62,0.15,Pending
I500607,P3025,2025-02-22,73.75,210,13164.38,0.15,Paid
I500608,P3078,2026-09-14,154.57,333,43751.04,0.15,Paid
I500609,P3018,2025-10-30,173.86,190,31381.73,0.05,Paid
I500610,P3098,2025-07-03,135.82,111,15076.02,0.0,Overdue
I500611,P3066,2025-07-13,103.38,63,5861.65,0.1,Paid
I500612,P3117,2026-01-19,89.98,208,15908.46,0.15,Paid
I500613,P3108,2026-05-25,110.59,363,38939.84,0.03,Pending
I500614,P3076,2025-03-15,141.27,283,39979.41,0.0,Paid
I500615,P3001,2025-06-07,113.62,482,46550.11,0.15,Paid
I500616,P3058,2026-11-01,158.88,227,36065.76,0.0,Disputed
I500617,P3094,2025-12-29,173.39,298,43919.69,0.15,Paid
I500618,P3030,2026-07-06,96.05,23,2209.15,0.0,Paid
I500619,P3012,2026-10-15,88.5,181,13615.72,0.15,Paid
I500620,P3066,2025-12-23,115.49,355,40998.95,0.0,Disputed
I500621,P3106,2026-10-26,142.06,365,51851.9,0.0,Paid
I500622,P3044,2025-07-15,150.99,266,38958.44,0.03,Pending
I500623,P3081,2026-03-24,95.41,203,17431.41,0.1,Pending
I500624,P3087,2025-02-14,96.53,349,32004.52,0.05,Paid
I500625,P3043,2026-07-15,129.82,85,9931.23,0.1,Paid
I500626,P3091,2025-12-16,109.22,445,43742.61,0.1,Paid
I500627,P3064,2025-08-08,102.91,475,41549.91,0.15,Pending
I500628,P3091,2025-04-11,127.33,448,48487.26,0.15,Paid
I500629,P3064,2025-01-21,161.77,122,19735.94,0.0,Paid
I500630,P3026,2025-02-04,126.51,306,38712.06,0.0,Paid
I500631,P3115,2026-08-17,170.14,476,80986.64,0.0,Paid
I500632,P3119,2025-06-21,83.53,368,27665.14,0.1,Paid
I500633,P3070,2026-02-17,168.79,106,17891.74,0.0,Paid
I500634,P3011,2026-05-20,173.81,480,83428.8,0.0,Paid
I500635,P3026,2025-07-05,169.43,252,42696.36,0.0,Paid
I500636,P3033,2025-12-29,88.76,419,37190.44,0.0,Paid
I500637,P3064,2026-10-10,94.98,439,35441.79,0.15,Pending
I500638,P3070,2025-07-11,138.51,168,23269.68,0.0,Disputed
I500639,P3037,2026-06-06,168.08,74,12437.92,0.0,Paid
I500640,P3052,2025-02-26,71.26,85,6057.1,0.0,Pending
I500641,P3056,2026-08-14,157.96,428,67606.88,0.0,Pending
I500642,P3084,2026-09-22,133.49,229,30569.21,0.0,Paid
I500643,P3116,2025-10-14,108.02,403,37002.25,0.15,Paid
I500644,P3095,2026-07-01,148.27,312,41634.22,0.1,Paid
I500645,P3078,2025-10-08,126.76,363,41412.49,0.1,Overdue
I500646,P3119,2025-10-02,89.14,179,13562.65,0.15,Overdue
I500647,P3115,2026-06-29,77.25,68,5253.0,0.0,Paid
I500648,P3063,2025-05-30,120.95,325,39308.75,0.0,Paid
I500649,P3071,2026-11-16,132.77,412,51966.18,0.05,Paid
I500650,P3108,2026-09-24,110.15,42,4487.51,0.03,Disputed
I500651,P3084,2025-05-20,103.65,361,31805.0,0.15,Pending
I500652,P3014,2025-05-31,108.15,121,13086.15,0.0,Pending
I500653,P3081,2025-09-25,171.29,406,66066.55,0.05,Paid
I500654,P3097,2025-08-29,72.89,466,33966.74,0.0,Pending
I500655,P3095,2025-10-23,113.29,32,3625.28,0.0,Paid
I500656,P3028,2026-05-07,151.74,487,73897.38,0.0,Paid
I500657,P3077,2025-10-10,95.75,130,12447.5,0.0,Paid
I500658,P3084,2025-11-14,111.6,466,50445.43,0.03,Paid
I500659,P3078,2026-05-27,128.31,329,35881.89,0.15,Paid
I500660,P3069,2025-03-25,174.13,356,61990.28,0.0,Paid
I500661,P3102,2026-12-01,132.51,429,56846.79,0.0,Overdue
I500662,P3044,2026-10-23,157.56,191,27084.56,0.1,Paid
I500663,P3061,2026-03-27,97.01,186,18043.86,0.0,Paid
I500664,P3055,2025-06-29,111.8,497,55564.6,0.0,Paid
I500665,P3105,2025-12-20,85.01,39,3149.62,0.05,Paid
I500666,P3002,2026-10-29,134.78,392,52833.76,0.0,Paid
I500667,P3029,2025-07-20,155.68,298,41753.38,0.1,Paid
I500668,P3033,2025-12-28,97.02,221,21441.42,0.0,Paid
I500669,P3113,2026-02-09,105.76,478,50553.28,0.0,Paid
I500670,P3108,2026-05-29,165.81,258,41495.61,0.03,Paid
I500671,P3047,2026-02-20,70.5,112,7896.0,0.0,Paid
I500672,P3062,2025-07-06,135.04,190,24887.87,0.03,Pending
I500673,P3039,2026-04-27,127.02,55,6776.52,0.03,Paid
I500674,P3061,2025-08-09,141.92,138,19584.96,0.0,Pending
I500675,P3111,2026-09-15,119.96,349,40610.06,0.03,Paid
I500676,P3085,2026-08-21,100.76,279,23895.23,0.15,Overdue
I500677,P3029,2025-06-03,121.19,167,20238.73,0.0,Paid
I500678,P3056,2026-01-27,101.93,118,11666.91,0.03,Paid
I500679,P3108,2026-04-03,81.87,345,28245.15,0.0,Paid
I500680,P3049,2025-02-03,90.08,425,34455.6,0.1,Paid
I500681,P3072,2026-08-08,115.21,205,23618.05,0.0,Paid
I500682,P3078,2026-10-17,123.78,493,59192.83,0.03,Paid
I500683,P3075,2025-11-19,145.66,443,64527.38,0.0,Paid
I500684,P3095,2026-09-20,141.38,80,11310.4,0.0,Paid
I500685,P3002,2025-08-31,118.49,82,8744.56,0.1,Pending
I500686,P3047,2025-11-20,148.3,306,44018.41,0.03,Paid
I500687,P3027,2025-03-14,165.35,62,10251.7,0.0,Paid
I500688,P3006,2026-04-28,114.07,188,20801.81,0.03,Pending
I500689,P3023,2026-06-18,110.73,84,9301.32,0.0,Paid
I500690,P3107,2026-03-19,179.81,154,27690.74,0.0,Pending
I500691,P3026,2026-08-31,110.01,312,34323.12,0.0,Paid
I500692,P3061,2025-09-19,162.6,21,3073.14,0.1,Paid
I500693,P3030,2026-07-02,142.51,421,56996.87,0.05,Overdue
I500694,P3100,2025-04-13,142.08,127,17502.84,0.03,Paid
I500695,P3106,2026-07-12,133.81,225,30107.25,0.0,Paid
I500696,P3105,2025-08-01,167.16,154,25742.64,0.0,Paid
I500697,P3011,2026-11-13,80.1,201,16100.1,0.0,Pending
I500698,P3113,2025-11-11,110.74,226,25027.24,0.0,Paid
I500699,P3118,2025-07-05,108.79,226,23357.21,0.05,Paid
I500700,P3083,2026-02-11,73.23,441,32294.43,0.0,Paid
I500701,P3063,2026-05-30,100.31,441,37601.2,0.15,Paid
I500702,P3032,2025-08-21,162.43,268,43531.24,0.0,Pending
I500703,P3066,2025-03-11,80.15,67,4564.54,0.15,Paid
I500704,P3048,2025-04-25,179.63,251,38324.06,0.15,Pending
I500705,P3066,2025-05-30,134.6,213,27236.31,0.05,Paid
I500706,P3061,2025-12-22,149.72,199,29794.28,0.0,Paid
I500707,P3102,2025-08-17,169.7,254,43103.8,0.0,Pending
I500708,P3044,2026-01-23,103.79,203,20015.9,0.05,Disputed
I500709,P3045,2026-04-10,127.37,61,7769.57,0.0,Pending
I500710,P3110,2025-11-12,144.81,464,63832.25,0.05,Paid
I500711,P3024,2026-01-09,158.13,226,35737.38,0.0,Pending
I500712,P3067,2026-09-24,145.17,226,31168.0,0.05,Pending
I500713,P3021,2025-12-27,176.32,90,13488.48,0.15,Paid
I500714,P3093,2026-02-11,97.78,97,9200.12,0.03,Paid
I500715,P3048,2026-06-07,176.88,209,36967.92,0.0,Paid
I500716,P3097,2025-03-11,136.59,360,47697.23,0.03,Pending
I500717,P3117,2025-03-22,168.94,383,62762.9,0.03,Paid
I500718,P3032,2026-02-20,87.72,295,23289.66,0.1,Paid
I500719,P3033,2026-03-05,110.41,93,10268.13,0.0,Paid
I500720,P3042,2025-03-15,93.96,117,9893.99,0.1,Paid
I500721,P3118,2025-01-24,141.11,115,15740.82,0.03,Paid
I500722,P3021,2025-04-07,71.47,45,3216.15,0.0,Paid
I500723,P3035,2026-10-23,85.97,264,21561.28,0.05,Pending
I500724,P3049,2025-04-07,115.34,232,26758.88,0.0,Paid
I500725,P3055,2025-09-20,126.46,93,11760.78,0.0,Overdue
I500726,P3075,2026-06-14,121.53,175,19140.98,0.1,Paid
I500727,P3075,2025-04-28,175.7,389,58095.2,0.15,Paid
I500728,P3022,2025-03-08,169.52,35,5933.2,0.0,Paid
I500729,P3003,2025-11-15,157.56,460,61605.96,0.15,Paid
I500730,P3098,2026-01-08,128.87,363,44440.82,0.05,Overdue
I500731,P3081,2025-05-30,130.68,69,8566.07,0.05,Overdue
I500732,P3079,2026-09-14,99.89,272,27170.08,0.0,Paid
I500733,P3005,2025-07-12,145.58,46,6696.68,0.0,Paid
I500734,P3031,2026-02-17,140.15,60,7988.55,0.05,Paid
I500735,P3054,2025-07-31,119.39,176,21012.64,0.0,Paid
I500736,P3062,2026-07-20,121.39,198,24035.22,0.0,Paid
I500737,P3108,2026-08-25,156.18,239,31727.97,0.15,Paid
I500738,P3105,2025-08-31,145.68,339,41977.69,0.15,Paid
I500739,P3032,2025-05-04,76.77,72,5527.44,0.0,Paid
I500740,P3061,2025-08-25,83.44,455,32270.42,0.15,Paid
I500741,P3035,2026-05-31,167.09,103,17210.27,0.0,Pending
I500742,P3039,2026-01-19,120.94,362,42466.87,0.03,Paid
I500743,P3116,2026-02-04,126.79,201,24210.55,0.05,Overdue
I500744,P3002,2025-03-01,153.46,339,46820.65,0.1,Paid
I500745,P3013,2026-06-03,146.91,43,6127.62,0.03,Pending
I500746,P3050,2025-10-19,105.43,277,28327.99,0.03,Pending
I500747,P3041,2025-05-02,144.86,306,42110.8,0.05,Paid
I500748,P3020,2025-04-17,159.39,310,46940.35,0.05,Paid
I500749,P3024,2026-04-07,173.46,57,8898.5,0.1,Overdue
I500750,P3012,2025-04-11,127.47,406,50200.24,0.03,Paid
I500751,P3098,2025-02-02,145.83,287,41853.21,0.0,Paid
I500752,P3113,2026-12-12,166.84,52,8675.68,0.0,Pending
I500753,P3001,2025-11-15,135.33,51,6901.83,0.0,Overdue
I500754,P3087,2026-04-13,162.57,192,31213.44,0.0,Pending
I500755,P3024,2026-09-19,151.24,396,53901.94,0.1,Pending
I500756,P3089,2025-12-01,109.01,120,11119.02,0.15,Paid
I500757,P3023,2025-04-27,158.9,350,50053.5,0.1,Paid
I500758,P3058,2026-05-10,111.49,246,27426.54,0.0,Overdue
I500759,P3020,2025-06-03,116.31,493,54473.79,0.05,Paid
I500760,P3064,2025-09-09,152.88,25,3822.0,0.0,Paid
I500761,P3047,2026-12-12,144.44,262,37843.28,0.0,Paid
I500762,P3061,2026-12-09,105.7,68,7187.6,0.0,Paid
I500763,P3003,2026-06-14,80.87,368,26784.14,0.1,Overdue
I500764,P3080,2026-06-09,176.22,117,20617.74,0.0,Pending
I500765,P3063,2025-02-15,139.02,474,59305.93,0.1,Paid
I500766,P3108,2026-10-31,160.66,463,70666.3,0.05,Paid
I500767,P3017,2025-06-30,71.47,382,23206.31,0.15,Overdue
I500768,P3119,2025-04-01,86.6,150,12990.0,0.0,Pending
I500769,P3115,2026-01-06,111.49,478,50627.61,0.05,Paid
I500770,P3071,2025-10-12,73.89,186,13743.54,0.0,Paid
I500771,P3022,2025-02-06,110.19,481,50351.32,0.05,Paid
I500772,P3007,2026-05-07,176.08,203,32169.82,0.1,Paid
I500773,P3062,2025-12-18,123.85,113,13995.05,0.0,Paid
I500774,P3113,2026-06-20,85.22,151,10937.99,0.15,Paid
I500775,P3048,2025-01-15,133.13,188,22525.6,0.1,Paid
I500776,P3037,2025-06-05,152.93,74,11316.82,0.0,Paid
I500777,P3024,2026-01-31,143.35,379,54329.65,0.0,Overdue
I500778,P3008,2026-09-10,133.92,172,20730.82,0.1,Paid
I500779,P3060,2025-09-07,123.35,128,14209.92,0.1,Paid
I500780,P3009,2025-02-16,136.59,384,52450.56,0.0,Paid
I500781,P3065,2025-02-03,83.24,476,38433.57,0.03,Pending
I500782,P3009,2026-07-27,140.92,66,7905.61,0.15,Paid
I500783,P3120,2025-02-26,79.76,42,3249.42,0.03,Paid
I500784,P3090,2025-05-26,124.25,40,4970.0,0.0,Paid
I500785,P3092,2026-05-09,108.55,474,46307.43,0.1,Paid
I500786,P3049,2025-05-29,139.35,218,30378.3,0.0,Paid
I500787,P3035,2026-03-06,74.66,314,21098.92,0.1,Paid
I500788,P3100,2026-12-02,175.74,226,35745.52,0.1,Paid
I500789,P3055,2025-11-20,113.7,97,9926.01,0.1,Disputed
I500790,P3043,2026-09-17,141.2,170,22803.8,0.05,Paid
I500791,P3109,2025-04-04,88.2,173,12969.81,0.15,Paid
I500792,P3055,2026-11-20,153.97,69,9561.54,0.1,Paid
I500793,P3024,2025-09-19,175.49,144,24512.44,0.03,Paid
I500794,P3031,2026-07-23,124.59,133,16570.47,0.0,Pending
I500795,P3035,2025-05-20,114.98,25,2443.32,0.15,Paid
I500796,P3050,2025-05-28,162.46,217,35253.82,0.0,Pending
I500797,P3019,2026-11-23,71.06,462,32829.72,0.0,Paid
I500798,P3095,2025-09-01,152.21,313,47641.73,0.0,Disputed
I500799,P3080,2026-11-27,142.79,427,59142.19,0.03,Paid
I500800,P3064,2025-08-09,83.52,144,10824.19,0.1,Paid
I500801,P3021,2026-07-01,163.45,337,46820.25,0.15,Overdue
I500802,P3023,2026-02-02,160.74,159,25557.66,0.0,Paid
I500803,P3049,2025-03-11,153.61,494,73606.84,0.03,Paid
I500804,P3007,2026-05-11,107.26,318,34108.68,0.0,Paid
I500805,P3110,2025-01-30,122.06,312,36178.58,0.05,Paid
I500806,P3040,2025-07-17,107.86,243,23588.98,0.1,Paid
I500807,P3083,2026-07-05,81.65,151,12329.15,0.0,Pending
I500808,P3108,2025-12-05,97.46,211,18507.65,0.1,Paid
I500809,P3015,2025-06-12,91.85,50,4454.72,0.03,Pending
I500810,P3042,2026-05-02,85.66,146,11255.72,0.1,Paid
I500811,P3111,2026-03-04,93.19,262,23194.99,0.05,Paid
I500812,P3091,2025-08-02,107.55,34,3473.86,0.05,Pending
I500813,P3058,2026-01-27,125.17,265,29853.04,0.1,Paid
I500814,P3062,2026-05-14,71.34,445,30158.98,0.05,Disputed
